fecha,descripcion,categoria,monto,proveedor_id,nombre_proveedor,tipo_pago,numero_factura,notas
2024-02-13,Pago nómina quincenal,Nómina,27975.21,PRV011,Amazon AWS,Tarjeta crédito,F-1081,
2024-02-13,Publicidad redes sociales,Marketing,2863.5,PRV012,Papelera Nacional,Efectivo,F-1082,
2024-02-13,Gas,Servicios,4150.28,PRV010,Microsoft,Cheque,F-1083,
2024-02-13,Licencia Microsoft 365,Software,7258.97,PRV005,DHL Express,Tarjeta crédito,F-1084,
2024-02-14,Campaña Google Ads,Marketing,7892.15,PRV010,Microsoft,Tarjeta crédito,F-1085,
2024-02-14,Bonos trimestrales,Nómina,31135.49,PRV012,Papelera Nacional,Transferencia,F-1086,
2024-02-14,Seguro equipo electrónico,Seguros,2120.77,PRV006,Seguros Atlas,Tarjeta crédito,F-1087,
2024-02-15,Renta bodega almacén,Renta,10927.39,PRV005,DHL Express,Cheque,F-1088,
2024-02-16,Servicio de internet,Servicios,2464.77,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1089,
2024-02-17,Renta bodega almacén,Renta,15608.11,PRV010,Microsoft,Efectivo,F-1090,
2024-02-19,Licencia Microsoft 365,Software,1316.82,PRV002,CFE,Cheque,F-1091,
2024-02-19,Reparación aire acondicionado,Mantenimiento,2246.32,PRV006,Seguros Atlas,Cheque,F-1092,
2024-02-19,Telefonía,Servicios,5616.82,PRV010,Microsoft,Efectivo,F-1093,
2024-02-19,Mantenimiento vehículos,Logística,253.21,PRV010,Microsoft,Tarjeta crédito,F-1094,
2024-02-20,Envío paquetería,Logística,4420.15,PRV012,Papelera Nacional,Cheque,F-1095,
2024-02-20,Horas extra,Nómina,32629.21,PRV006,Seguros Atlas,Tarjeta crédito,F-1096,
2024-02-21,Artículos limpieza,Material oficina,4738.23,PRV009,Capacita MX,Cheque,F-1097,
2024-02-21,Envío paquetería,Logística,1986.17,PRV011,Amazon AWS,Tarjeta crédito,F-1098,
2024-02-22,Renta bodega almacén,Renta,23904.3,PRV006,Seguros Atlas,Cheque,F-1099,
2024-02-22,Envío paquetería,Logística,421.0,PRV007,Inmobiliaria Centro,Efectivo,F-1100,
2024-02-22,Envío paquetería,Logística,180.09,PRV005,DHL Express,Transferencia,F-1101,
2024-02-22,Licencia antivirus,Software,354.1,PRV001,Telmex,Cheque,F-1102,
2024-02-23,Toner impresora,Material oficina,7425.24,PRV001,Telmex,Cheque,F-1103,
2024-02-24,Renta oficina principal,Renta,21599.42,PRV002,CFE,Transferencia,F-1104,
2024-02-25,Renta oficina principal,Renta,20212.7,PRV006,Seguros Atlas,Cheque,F-1105,
2024-02-26,Certificación profesional,Capacitación,6940.59,PRV011,Amazon AWS,Efectivo,F-1106,
2024-02-26,Envío paquetería,Logística,7738.42,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1107,
2024-02-26,Mantenimiento vehículos,Logística,3806.47,PRV007,Inmobiliaria Centro,Transferencia,F-1108,
2024-02-26,Licencia Microsoft 365,Software,842.94,PRV004,Google Ads,Efectivo,F-1109,
2024-02-27,Reparación aire acondicionado,Mantenimiento,5948.38,PRV003,Office Depot,Transferencia,F-1110,
2024-02-27,Mantenimiento vehículos,Logística,304.72,PRV003,Office Depot,Tarjeta crédito,F-1111,
2024-02-28,Taller liderazgo,Capacitación,2665.48,PRV007,Inmobiliaria Centro,Cheque,F-1112,
2024-02-29,Telefonía,Servicios,527.96,PRV009,Capacita MX,Cheque,F-1113,
2024-02-29,Horas extra,Nómina,31574.47,PRV001,Telmex,Efectivo,F-1114,
2024-02-29,Certificación profesional,Capacitación,3612.59,PRV012,Papelera Nacional,Tarjeta crédito,F-1115,
2024-02-29,Envío paquetería,Logística,7003.08,PRV005,DHL Express,Cheque,F-1116,
2024-03-01,Certificación profesional,Capacitación,899.87,PRV007,Inmobiliaria Centro,Efectivo,F-1117,
2024-03-01,Mantenimiento vehículos,Logística,3041.67,PRV003,Office Depot,Cheque,F-1118,
2024-03-01,Seguro equipo electrónico,Seguros,6688.84,PRV010,Microsoft,Tarjeta crédito,F-1119,
2024-03-03,Pago nómina quincenal,Nómina,14082.59,PRV010,Microsoft,Transferencia,F-1120,
2024-03-04,Curso Excel avanzado,Capacitación,7105.34,PRV007,Inmobiliaria Centro,Cheque,F-1121,
2024-03-04,Seguro equipo electrónico,Seguros,1289.0,PRV003,Office Depot,Cheque,F-1122,
2024-03-05,Renta oficina principal,Renta,17489.68,PRV004,Google Ads,Transferencia,F-1123,
2024-03-05,Renta oficina principal,Renta,12495.3,PRV005,DHL Express,Cheque,F-1124,
2024-03-06,Curso Excel avanzado,Capacitación,3025.18,PRV008,Agua y Drenaje,Efectivo,F-1125,
2024-03-06,Renta oficina principal,Renta,21838.8,PRV001,Telmex,Transferencia,F-1126,
2024-03-06,Suscripción AWS,Software,4701.08,PRV005,DHL Express,Efectivo,F-1127,
2024-03-07,Papelería general,Material oficina,7161.24,PRV002,CFE,Efectivo,F-1128,
2024-03-07,Suscripción Zoom,Software,4219.07,PRV004,Google Ads,Efectivo,F-1129,
2024-03-07,Bonos trimestrales,Nómina,19873.02,PRV002,CFE,Transferencia,F-1130,
2024-03-07,Carpetas y folders,Material oficina,1783.21,PRV010,Microsoft,Cheque,F-1131,
2024-03-08,Suscripción Zoom,Software,6911.99,PRV001,Telmex,Cheque,F-1132,
2024-03-08,Evento promocional,Marketing,5205.47,PRV002,CFE,Transferencia,F-1133,
2024-03-08,Horas extra,Nómina,14486.6,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1134,
2024-03-08,Reparación aire acondicionado,Mantenimiento,4779.14,PRV002,CFE,Efectivo,F-1135,
2024-03-09,Toner impresora,Material oficina,1935.66,PRV001,Telmex,Transferencia,F-1136,
2024-03-10,Pago nómina quincenal,Nómina,27019.04,PRV008,Agua y Drenaje,Efectivo,F-1137,
2024-03-11,Carpetas y folders,Material oficina,3081.73,PRV002,CFE,Transferencia,F-1138,
2024-03-11,Evento promocional,Marketing,1892.66,PRV006,Seguros Atlas,Tarjeta crédito,F-1139,
2024-03-12,Artículos limpieza,Material oficina,187.88,PRV001,Telmex,Cheque,F-1140,
2024-03-12,Renta oficina principal,Renta,11219.5,PRV006,Seguros Atlas,Tarjeta crédito,F-1141,
2024-03-12,Seguro responsabilidad civil,Seguros,4707.83,PRV009,Capacita MX,Transferencia,F-1142,
2024-03-13,Curso Excel avanzado,Capacitación,3102.46,PRV009,Capacita MX,Cheque,F-1143,
2024-03-13,Campaña Google Ads,Marketing,2452.93,PRV012,Papelera Nacional,Tarjeta crédito,F-1144,
2024-03-13,Carpetas y folders,Material oficina,3894.82,PRV006,Seguros Atlas,Cheque,F-1145,
2024-03-14,Licencia Microsoft 365,Software,3624.84,PRV012,Papelera Nacional,Tarjeta crédito,F-1146,
2024-03-15,Seguro responsabilidad civil,Seguros,7320.82,PRV009,Capacita MX,Efectivo,F-1147,
2024-03-15,Reparación aire acondicionado,Mantenimiento,3349.54,PRV011,Amazon AWS,Transferencia,F-1148,
2024-03-15,Taller liderazgo,Capacitación,5885.5,PRV011,Amazon AWS,Transferencia,F-1149,
2024-03-15,Suscripción Zoom,Software,6535.33,PRV010,Microsoft,Transferencia,F-1150,
2024-03-18,Evento promocional,Marketing,5061.58,PRV006,Seguros Atlas,Tarjeta crédito,F-1151,
2024-03-18,Papelería general,Material oficina,7025.99,PRV009,Capacita MX,Efectivo,F-1152,
2024-03-19,Renta oficina principal,Renta,8529.55,PRV012,Papelera Nacional,Tarjeta crédito,F-1153,
2024-03-19,Seguro responsabilidad civil,Seguros,1395.96,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1154,
2024-03-19,Envío paquetería,Logística,203.26,PRV001,Telmex,Tarjeta crédito,F-1155,
2024-03-20,Licencia Microsoft 365,Software,7447.73,PRV002,CFE,Efectivo,F-1156,
2024-03-20,Suscripción AWS,Software,4196.14,PRV012,Papelera Nacional,Tarjeta crédito,F-1157,
2024-03-20,Renta oficina principal,Renta,17086.64,PRV010,Microsoft,Tarjeta crédito,F-1158,
2024-03-21,Bonos trimestrales,Nómina,34858.82,PRV011,Amazon AWS,Transferencia,F-1159,
2024-03-21,Suscripción Zoom,Software,1268.7,PRV007,Inmobiliaria Centro,Transferencia,F-1160,
2024-03-21,Licencia Microsoft 365,Software,1394.25,PRV008,Agua y Drenaje,Transferencia,F-1161,
2024-03-22,Seguro contra incendio,Seguros,1994.98,PRV010,Microsoft,Transferencia,F-1162,
2024-03-25,Servicio de internet,Servicios,5204.68,PRV005,DHL Express,Efectivo,F-1163,
2024-03-25,Certificación profesional,Capacitación,1789.75,PRV006,Seguros Atlas,Cheque,F-1164,
2024-03-25,Carpetas y folders,Material oficina,5121.51,PRV009,Capacita MX,Tarjeta crédito,F-1165,
2024-03-25,Reparación aire acondicionado,Mantenimiento,7972.0,PRV002,CFE,Efectivo,F-1166,
2024-03-26,Seguro equipo electrónico,Seguros,3250.3,PRV004,Google Ads,Cheque,F-1167,
2024-03-26,Reparación aire acondicionado,Mantenimiento,865.37,PRV005,DHL Express,Tarjeta crédito,F-1168,
2024-03-26,Seguro responsabilidad civil,Seguros,965.9,PRV001,Telmex,Efectivo,F-1169,
2024-03-27,Horas extra,Nómina,30264.5,PRV010,Microsoft,Cheque,F-1170,
2024-03-27,Envío paquetería,Logística,4399.86,PRV006,Seguros Atlas,Efectivo,F-1171,
2024-03-27,Artículos limpieza,Material oficina,4220.04,PRV003,Office Depot,Transferencia,F-1172,
2024-03-28,Mantenimiento vehículos,Logística,7752.27,PRV005,DHL Express,Transferencia,F-1173,
2024-03-28,Toner impresora,Material oficina,4640.5,PRV001,Telmex,Cheque,F-1174,
2024-03-28,Combustible flotilla,Logística,221.39,PRV011,Amazon AWS,Transferencia,F-1175,
2024-03-29,Pago nómina quincenal,Nómina,5626.13,PRV010,Microsoft,Tarjeta crédito,F-1176,
2024-03-29,Seguro contra incendio,Seguros,3416.87,PRV008,Agua y Drenaje,Tarjeta crédito,F-1177,
2024-03-31,Licencia Microsoft 365,Software,2598.43,PRV005,DHL Express,Transferencia,F-1178,
2024-04-01,Horas extra,Nómina,20582.17,PRV005,DHL Express,Efectivo,F-1179,
2024-04-01,Renta bodega almacén,Renta,15324.52,PRV002,CFE,Efectivo,F-1180,
2024-04-02,Combustible flotilla,Logística,5518.77,PRV003,Office Depot,Cheque,F-1181,
2024-04-02,Licencia antivirus,Software,3721.79,PRV006,Seguros Atlas,Efectivo,F-1182,
2024-04-02,Agua,Servicios,5861.17,PRV012,Papelera Nacional,Efectivo,F-1183,
2024-04-03,Mantenimiento equipo cómputo,Mantenimiento,6979.47,PRV004,Google Ads,Tarjeta crédito,F-1184,
2024-04-04,Reparación aire acondicionado,Mantenimiento,2623.81,PRV009,Capacita MX,Cheque,F-1185,
2024-04-04,Pago nómina quincenal,Nómina,14060.51,PRV002,CFE,Cheque,F-1186,
2024-04-05,Campaña Google Ads,Marketing,5913.33,PRV012,Papelera Nacional,Cheque,F-1187,
2024-04-05,Bonos trimestrales,Nómina,16209.92,PRV012,Papelera Nacional,Transferencia,F-1188,
2024-04-06,Seguro responsabilidad civil,Seguros,1163.76,PRV012,Papelera Nacional,Tarjeta crédito,F-1189,
2024-04-08,Suscripción Zoom,Software,5005.2,PRV009,Capacita MX,Cheque,F-1190,
2024-04-08,Limpieza oficinas,Mantenimiento,3919.05,PRV005,DHL Express,Transferencia,F-1191,
2024-04-08,Evento promocional,Marketing,7149.74,PRV001,Telmex,Transferencia,F-1192,
2024-04-08,Diseño flyers,Marketing,1922.16,PRV002,CFE,Cheque,F-1193,
2024-04-09,Evento promocional,Marketing,5987.75,PRV005,DHL Express,Tarjeta crédito,F-1194,
2024-04-10,Seguro responsabilidad civil,Seguros,2585.4,PRV008,Agua y Drenaje,Cheque,F-1195,
2024-04-10,Seguro contra incendio,Seguros,3927.61,PRV002,CFE,Cheque,F-1196,
2024-04-11,Envío paquetería,Logística,160.56,PRV005,DHL Express,Transferencia,F-1197,
2024-04-11,Renta oficina principal,Renta,17047.15,PRV003,Office Depot,Cheque,F-1198,
2024-04-11,Mantenimiento equipo cómputo,Mantenimiento,5298.22,PRV010,Microsoft,Cheque,F-1199,
2024-04-12,Publicidad redes sociales,Marketing,1210.11,PRV005,DHL Express,Efectivo,F-1200,
2024-04-13,Carpetas y folders,Material oficina,5468.93,PRV006,Seguros Atlas,Tarjeta crédito,F-1201,
2024-04-15,Agua,Servicios,3326.06,PRV012,Papelera Nacional,Transferencia,F-1202,
2024-04-15,Pago nómina quincenal,Nómina,32219.14,PRV002,CFE,Efectivo,F-1203,
2024-04-16,Renta oficina principal,Renta,12046.68,PRV012,Papelera Nacional,Cheque,F-1204,
2024-04-16,Artículos limpieza,Material oficina,2540.4,PRV010,Microsoft,Efectivo,F-1205,
2024-04-17,Seguro equipo electrónico,Seguros,5475.77,PRV008,Agua y Drenaje,Tarjeta crédito,F-1206,
2024-04-17,Combustible flotilla,Logística,4726.58,PRV008,Agua y Drenaje,Transferencia,F-1207,
2024-04-18,Seguro responsabilidad civil,Seguros,5631.92,PRV009,Capacita MX,Cheque,F-1208,
2024-04-19,Limpieza oficinas,Mantenimiento,7088.35,PRV006,Seguros Atlas,Efectivo,F-1209,
2024-04-19,Combustible flotilla,Logística,5822.26,PRV001,Telmex,Transferencia,F-1210,
2024-04-19,Seguro responsabilidad civil,Seguros,5636.88,PRV001,Telmex,Cheque,F-1211,
2024-04-19,Bonos trimestrales,Nómina,13295.82,PRV005,DHL Express,Transferencia,F-1212,
2024-04-20,Mantenimiento vehículos,Logística,1530.47,PRV011,Amazon AWS,Tarjeta crédito,F-1213,
2024-04-21,Licencia antivirus,Software,3168.46,PRV008,Agua y Drenaje,Tarjeta crédito,F-1214,
2024-04-22,Limpieza oficinas,Mantenimiento,6229.81,PRV007,Inmobiliaria Centro,Transferencia,F-1215,
2024-04-22,Papelería general,Material oficina,5987.77,PRV003,Office Depot,Cheque,F-1216,
2024-04-22,Papelería general,Material oficina,7757.75,PRV004,Google Ads,Transferencia,F-1217,
2024-04-23,Combustible flotilla,Logística,2247.99,PRV009,Capacita MX,Tarjeta crédito,F-1218,
2024-04-24,Suscripción AWS,Software,7470.8,PRV008,Agua y Drenaje,Efectivo,F-1219,
2024-04-24,Reparación aire acondicionado,Mantenimiento,4889.76,PRV009,Capacita MX,Cheque,F-1220,
2024-04-25,Certificación profesional,Capacitación,5876.82,PRV006,Seguros Atlas,Efectivo,F-1221,
2024-04-26,Agua,Servicios,764.69,PRV002,CFE,Efectivo,F-1222,
2024-04-28,Taller liderazgo,Capacitación,3082.28,PRV002,CFE,Efectivo,F-1223,
2024-04-29,Mantenimiento equipo cómputo,Mantenimiento,2587.45,PRV004,Google Ads,Efectivo,F-1224,
2024-04-29,Licencia Microsoft 365,Software,2876.68,PRV011,Amazon AWS,Tarjeta crédito,F-1225,
2024-04-30,Suscripción Zoom,Software,6196.74,PRV011,Amazon AWS,Transferencia,F-1226,
2024-04-30,Artículos limpieza,Material oficina,6845.65,PRV006,Seguros Atlas,Transferencia,F-1227,
2024-04-30,Limpieza oficinas,Mantenimiento,1601.67,PRV004,Google Ads,Transferencia,F-1228,
2024-05-01,Gas,Servicios,1202.6,PRV003,Office Depot,Transferencia,F-1229,
2024-05-01,Papelería general,Material oficina,3599.44,PRV007,Inmobiliaria Centro,Efectivo,F-1230,
2024-05-01,Limpieza oficinas,Mantenimiento,3112.43,PRV001,Telmex,Tarjeta crédito,F-1231,
2024-05-01,Licencia antivirus,Software,4022.48,PRV009,Capacita MX,Tarjeta crédito,F-1232,
2024-05-02,Servicio de internet,Servicios,7462.36,PRV010,Microsoft,Cheque,F-1233,
2024-05-02,Papelería general,Material oficina,1196.24,PRV008,Agua y Drenaje,Efectivo,F-1234,
2024-05-03,Renta oficina principal,Renta,9878.72,PRV002,CFE,Transferencia,F-1235,
2024-05-03,Horas extra,Nómina,9974.72,PRV003,Office Depot,Tarjeta crédito,F-1236,
2024-05-03,Pago aguinaldo,Nómina,5557.04,PRV009,Capacita MX,Transferencia,F-1237,
2024-05-06,Renta oficina principal,Renta,20502.32,PRV008,Agua y Drenaje,Cheque,F-1238,
2024-05-06,Reparación aire acondicionado,Mantenimiento,5927.04,PRV008,Agua y Drenaje,Efectivo,F-1239,
2024-05-07,Certificación profesional,Capacitación,3438.98,PRV004,Google Ads,Efectivo,F-1240,
2024-05-08,Pago aguinaldo,Nómina,18494.1,PRV012,Papelera Nacional,Tarjeta crédito,F-1241,
2024-05-08,Limpieza oficinas,Mantenimiento,1397.84,PRV009,Capacita MX,Efectivo,F-1242,
2024-05-09,Diseño flyers,Marketing,6055.95,PRV008,Agua y Drenaje,Transferencia,F-1243,
2024-05-09,Telefonía,Servicios,4990.07,PRV011,Amazon AWS,Cheque,F-1244,
2024-05-09,Seguro equipo electrónico,Seguros,3328.39,PRV010,Microsoft,Tarjeta crédito,F-1245,
2024-05-09,Certificación profesional,Capacitación,2585.04,PRV008,Agua y Drenaje,Cheque,F-1246,
2024-05-10,Certificación profesional,Capacitación,6495.83,PRV002,CFE,Cheque,F-1247,
2024-05-10,Suscripción Zoom,Software,6208.41,PRV005,DHL Express,Efectivo,F-1248,
2024-05-10,Seguro responsabilidad civil,Seguros,7586.43,PRV002,CFE,Cheque,F-1249,
2024-05-10,Seguro responsabilidad civil,Seguros,1627.76,PRV010,Microsoft,Efectivo,F-1250,
2024-05-13,Papelería general,Material oficina,1382.79,PRV008,Agua y Drenaje,Tarjeta crédito,F-1251,
2024-05-13,Combustible flotilla,Logística,6770.6,PRV004,Google Ads,Efectivo,F-1252,
2024-05-14,Campaña Google Ads,Marketing,2187.19,PRV012,Papelera Nacional,Efectivo,F-1253,
2024-05-15,Suscripción Zoom,Software,1156.89,PRV007,Inmobiliaria Centro,Efectivo,F-1254,
2024-05-15,Reparación aire acondicionado,Mantenimiento,2070.81,PRV002,CFE,Tarjeta crédito,F-1255,
2024-05-15,Reparación aire acondicionado,Mantenimiento,6380.8,PRV008,Agua y Drenaje,Tarjeta crédito,F-1256,
2024-05-16,Taller liderazgo,Capacitación,5502.86,PRV009,Capacita MX,Tarjeta crédito,F-1257,
2024-05-16,Telefonía,Servicios,7516.79,PRV010,Microsoft,Efectivo,F-1258,
2024-05-17,Suscripción Zoom,Software,3909.93,PRV009,Capacita MX,Transferencia,F-1259,
2024-05-19,Combustible flotilla,Logística,4230.44,PRV008,Agua y Drenaje,Cheque,F-1260,
2024-05-20,Evento promocional,Marketing,6987.38,PRV003,Office Depot,Efectivo,F-1261,
2024-05-20,Mantenimiento equipo cómputo,Mantenimiento,1254.53,PRV008,Agua y Drenaje,Efectivo,F-1262,
2024-05-21,Combustible flotilla,Logística,6477.29,PRV012,Papelera Nacional,Efectivo,F-1263,
2024-05-21,Renta bodega almacén,Renta,14006.82,PRV005,DHL Express,Transferencia,F-1264,
2024-05-21,Taller liderazgo,Capacitación,989.46,PRV004,Google Ads,Transferencia,F-1265,
2024-05-21,Renta bodega almacén,Renta,12724.74,PRV010,Microsoft,Cheque,F-1266,
2024-05-22,Artículos limpieza,Material oficina,1036.36,PRV001,Telmex,Cheque,F-1267,
2024-05-22,Seguro responsabilidad civil,Seguros,4285.2,PRV004,Google Ads,Transferencia,F-1268,
2024-05-22,Renta bodega almacén,Renta,23772.44,PRV004,Google Ads,Efectivo,F-1269,
