fecha,producto_id,nombre_producto,cantidad,precio_unitario,monto_total,cliente_id,categoria
2024-01-10,P018,Tablet Samsung Galaxy Tab,5,7393.39,36966.95,C013,Electrónica
2024-01-10,P011,Silla Ergonómica Premium,5,8444.55,42222.75,C002,Mobiliario
2024-01-11,P001,Laptop HP ProBook 450,5,13089.86,65449.3,C012,Electrónica
2024-01-11,P006,Webcam Logitech C920,2,1866.69,3733.38,C009,Periféricos
2024-01-11,P010,Hub USB-C 7 puertos,9,859.26,7733.34,C014,Accesorios
2024-01-11,P005,Auriculares Sony WH-1000XM5,3,6525.6,19576.8,C006,Audio
2024-01-11,P017,Switch 24 puertos,1,4241.56,4241.56,C015,Redes
2024-01-12,P001,Laptop HP ProBook 450,6,12973.4,77840.4,C002,Electrónica
2024-01-12,P010,Hub USB-C 7 puertos,1,827.97,827.97,C004,Accesorios
2024-01-12,P019,Cargador Universal 65W,2,665.07,1330.14,C002,Accesorios
2024-01-12,P003,Teclado Logitech MX Keys,9,2155.83,19402.47,C013,Periféricos
2024-01-12,P005,Auriculares Sony WH-1000XM5,8,6790.45,54323.6,C011,Audio
2024-01-14,P017,Switch 24 puertos,10,4167.72,41677.2,C014,Redes
2024-01-15,P018,Tablet Samsung Galaxy Tab,4,7353.32,29413.28,C013,Electrónica
2024-01-15,P013,Impresora HP LaserJet,6,4472.15,26832.9,C011,Impresión
2024-01-15,P017,Switch 24 puertos,2,4094.12,8188.24,C008,Redes
2024-01-16,P011,Silla Ergonómica Premium,10,8545.83,85458.3,C001,Mobiliario
2024-01-16,P019,Cargador Universal 65W,1,622.11,622.11,C004,Accesorios
2024-01-17,P008,Memoria RAM 16GB DDR4,1,1450.35,1450.35,C002,Componentes
2024-01-17,P003,Teclado Logitech MX Keys,4,2053.48,8213.92,C009,Periféricos
2024-01-18,P007,Disco SSD Samsung 1TB,3,2249.14,6747.42,C009,Almacenamiento
2024-01-18,P019,Cargador Universal 65W,8,633.29,5066.32,C010,Accesorios
2024-01-18,P016,Router WiFi 6,7,2713.31,18993.17,C013,Redes
2024-01-18,P004,Mouse Logitech MX Master,7,1625.96,11381.72,C011,Periféricos
2024-01-18,P014,Toner HP 26A,1,966.47,966.47,C008,Consumibles
2024-01-19,P002,Monitor Dell 27 pulgadas,6,5974.34,35846.04,C007,Electrónica
2024-01-19,P004,Mouse Logitech MX Master,4,1598.88,6395.52,C004,Periféricos
2024-01-20,P005,Auriculares Sony WH-1000XM5,3,6356.05,19068.15,C007,Audio
2024-01-22,P015,UPS APC 1500VA,9,3647.21,32824.89,C013,Energía
2024-01-22,P018,Tablet Samsung Galaxy Tab,1,7537.68,7537.68,C014,Electrónica
2024-01-23,P006,Webcam Logitech C920,8,1796.64,14373.12,C007,Periféricos
2024-01-23,P013,Impresora HP LaserJet,1,4349.09,4349.09,C015,Impresión
2024-01-23,P001,Laptop HP ProBook 450,5,13033.15,65165.75,C007,Electrónica
2024-01-24,P010,Hub USB-C 7 puertos,9,863.76,7773.84,C007,Accesorios
2024-01-24,P016,Router WiFi 6,4,2743.08,10972.32,C003,Redes
2024-01-24,P002,Monitor Dell 27 pulgadas,9,5545.36,49908.24,C010,Electrónica
2024-01-24,P011,Silla Ergonómica Premium,1,8571.55,8571.55,C001,Mobiliario
2024-01-24,P017,Switch 24 puertos,9,4056.12,36505.08,C015,Redes
2024-01-25,P003,Teclado Logitech MX Keys,3,2009.39,6028.17,C014,Periféricos
2024-01-25,P003,Teclado Logitech MX Keys,4,2079.79,8319.16,C011,Periféricos
2024-01-25,P019,Cargador Universal 65W,10,656.14,6561.4,C004,Accesorios
2024-01-25,P020,Mochila para Laptop,7,1218.88,8532.16,C002,Accesorios
2024-01-25,P019,Cargador Universal 65W,6,678.26,4069.56,C009,Accesorios
2024-01-25,P007,Disco SSD Samsung 1TB,6,2142.51,12855.06,C011,Almacenamiento
2024-01-26,P005,Auriculares Sony WH-1000XM5,5,6472.2,32361.0,C011,Audio
2024-01-26,P003,Teclado Logitech MX Keys,8,2125.44,17003.52,C001,Periféricos
2024-01-26,P019,Cargador Universal 65W,2,652.45,1304.9,C002,Accesorios
2024-01-26,P017,Switch 24 puertos,3,4381.97,13145.91,C005,Redes
2024-01-26,P003,Teclado Logitech MX Keys,4,2072.6,8290.4,C015,Periféricos
2024-01-28,P018,Tablet Samsung Galaxy Tab,5,7280.41,36402.05,C012,Electrónica
2024-01-29,P001,Laptop HP ProBook 450,9,12249.22,110242.98,C011,Electrónica
2024-01-29,P004,Mouse Logitech MX Master,3,1611.14,4833.42,C015,Periféricos
2024-01-29,P004,Mouse Logitech MX Master,9,1593.15,14338.35,C012,Periféricos
2024-01-29,P010,Hub USB-C 7 puertos,4,868.5,3474.0,C010,Accesorios
2024-01-29,P007,Disco SSD Samsung 1TB,5,2201.19,11005.95,C011,Almacenamiento
2024-01-29,P009,Cable HDMI 2m,1,172.66,172.66,C015,Accesorios
2024-01-30,P009,Cable HDMI 2m,1,177.0,177.0,C001,Accesorios
2024-01-30,P005,Auriculares Sony WH-1000XM5,5,6280.03,31400.15,C011,Audio
2024-01-30,P015,UPS APC 1500VA,7,3823.14,26761.98,C009,Energía
2024-01-30,P004,Mouse Logitech MX Master,3,1657.52,4972.56,C002,Periféricos
2024-01-30,P012,Escritorio Ajustable,9,11577.71,104199.39,C010,Mobiliario
2024-01-31,P002,Monitor Dell 27 pulgadas,6,6031.41,36188.46,C005,Electrónica
2024-01-31,P002,Monitor Dell 27 pulgadas,6,5631.84,33791.04,C015,Electrónica
2024-01-31,P008,Memoria RAM 16GB DDR4,2,1379.52,2759.04,C011,Componentes
2024-02-01,P014,Toner HP 26A,3,990.45,2971.35,C010,Consumibles
2024-02-01,P008,Memoria RAM 16GB DDR4,3,1466.67,4400.01,C014,Componentes
2024-02-01,P006,Webcam Logitech C920,7,1714.46,12001.22,C015,Periféricos
2024-02-01,P011,Silla Ergonómica Premium,7,8756.9,61298.3,C013,Mobiliario
2024-02-01,P008,Memoria RAM 16GB DDR4,3,1440.23,4320.69,C005,Componentes
2024-02-01,P004,Mouse Logitech MX Master,1,1709.17,1709.17,C007,Periféricos
2024-02-02,P007,Disco SSD Samsung 1TB,8,2166.92,17335.36,C014,Almacenamiento
2024-02-02,P008,Memoria RAM 16GB DDR4,1,1422.4,1422.4,C004,Componentes
2024-02-02,P013,Impresora HP LaserJet,5,4663.96,23319.8,C006,Impresión
2024-02-03,P012,Escritorio Ajustable,9,11879.61,106916.49,C011,Mobiliario
2024-02-04,P011,Silla Ergonómica Premium,2,8820.48,17640.96,C001,Mobiliario
2024-02-04,P009,Cable HDMI 2m,10,188.33,1883.3,C003,Accesorios
2024-02-05,P002,Monitor Dell 27 pulgadas,10,5762.05,57620.5,C002,Electrónica
2024-02-05,P011,Silla Ergonómica Premium,10,8911.6,89116.0,C007,Mobiliario
2024-02-05,P004,Mouse Logitech MX Master,10,1598.86,15988.6,C007,Periféricos
2024-02-05,P002,Monitor Dell 27 pulgadas,7,5510.98,38576.86,C012,Electrónica
2024-02-06,P007,Disco SSD Samsung 1TB,7,2105.39,14737.73,C006,Almacenamiento
2024-02-06,P011,Silla Ergonómica Premium,6,8638.88,51833.28,C010,Mobiliario
2024-02-06,P004,Mouse Logitech MX Master,5,1651.18,8255.9,C012,Periféricos
2024-02-06,P014,Toner HP 26A,7,968.73,6781.11,C006,Consumibles
2024-02-06,P018,Tablet Samsung Galaxy Tab,4,7142.72,28570.88,C003,Electrónica
2024-02-06,P013,Impresora HP LaserJet,3,4551.98,13655.94,C011,Impresión
2024-02-07,P013,Impresora HP LaserJet,1,4411.74,4411.74,C009,Impresión
2024-02-07,P007,Disco SSD Samsung 1TB,10,2223.47,22234.7,C007,Almacenamiento
2024-02-07,P011,Silla Ergonómica Premium,8,8450.84,67606.72,C008,Mobiliario
2024-02-07,P007,Disco SSD Samsung 1TB,8,2264.62,18116.96,C009,Almacenamiento
2024-02-08,P003,Teclado Logitech MX Keys,9,2134.41,19209.69,C005,Periféricos
2024-02-08,P020,Mochila para Laptop,2,1238.21,2476.42,C006,Accesorios
2024-02-08,P008,Memoria RAM 16GB DDR4,5,1361.45,6807.25,C011,Componentes
2024-02-09,P005,Auriculares Sony WH-1000XM5,1,6334.15,6334.15,C001,Audio
2024-02-09,P016,Router WiFi 6,2,2787.52,5575.04,C010,Redes
2024-02-09,P019,Cargador Universal 65W,7,649.63,4547.41,C004,Accesorios
2024-02-12,P004,Mouse Logitech MX Master,7,1603.61,11225.27,C013,Periféricos
2024-02-12,P017,Switch 24 puertos,1,4224.11,4224.11,C008,Redes
2024-02-13,P015,UPS APC 1500VA,8,3863.68,30909.44,C003,Energía
2024-02-13,P018,Tablet Samsung Galaxy Tab,6,7524.03,45144.18,C010,Electrónica
2024-02-14,P020,Mochila para Laptop,9,1191.21,10720.89,C014,Accesorios
2024-02-14,P018,Tablet Samsung Galaxy Tab,3,7375.43,22126.29,C008,Electrónica
2024-02-14,P016,Router WiFi 6,5,2870.5,14352.5,C008,Redes
2024-02-14,P009,Cable HDMI 2m,9,179.72,1617.48,C013,Accesorios
2024-02-14,P008,Memoria RAM 16GB DDR4,8,1340.85,10726.8,C005,Componentes
2024-02-15,P008,Memoria RAM 16GB DDR4,6,1374.76,8248.56,C005,Componentes
2024-02-15,P018,Tablet Samsung Galaxy Tab,3,6948.6,20845.8,C002,Electrónica
2024-02-15,P013,Impresora HP LaserJet,3,4592.89,13778.67,C012,Impresión
2024-02-15,P003,Teclado Logitech MX Keys,7,2064.49,14451.43,C007,Periféricos
2024-02-16,P014,Toner HP 26A,4,981.62,3926.48,C001,Consumibles
2024-02-16,P013,Impresora HP LaserJet,10,4700.73,47007.3,C015,Impresión
2024-02-16,P001,Laptop HP ProBook 450,10,12350.48,123504.8,C014,Electrónica
2024-02-16,P001,Laptop HP ProBook 450,5,12816.84,64084.2,C006,Electrónica
2024-02-16,P014,Toner HP 26A,9,978.49,8806.41,C009,Consumibles
2024-02-18,P008,Memoria RAM 16GB DDR4,7,1397.99,9785.93,C005,Componentes
2024-02-19,P011,Silla Ergonómica Premium,7,8690.55,60833.85,C011,Mobiliario
2024-02-19,P015,UPS APC 1500VA,3,3982.67,11948.01,C015,Energía
2024-02-19,P018,Tablet Samsung Galaxy Tab,7,7266.16,50863.12,C001,Electrónica
2024-02-19,P001,Laptop HP ProBook 450,7,12044.62,84312.34,C002,Electrónica
2024-02-19,P015,UPS APC 1500VA,1,3708.86,3708.86,C003,Energía
2024-02-20,P007,Disco SSD Samsung 1TB,6,2164.25,12985.5,C008,Almacenamiento
2024-02-20,P013,Impresora HP LaserJet,7,4388.52,30719.64,C005,Impresión
2024-02-20,P003,Teclado Logitech MX Keys,1,2152.3,2152.3,C008,Periféricos
2024-02-20,P002,Monitor Dell 27 pulgadas,4,5887.08,23548.32,C006,Electrónica
2024-02-21,P001,Laptop HP ProBook 450,4,12924.04,51696.16,C004,Electrónica
2024-02-21,P020,Mochila para Laptop,4,1155.15,4620.6,C003,Accesorios
2024-02-22,P019,Cargador Universal 65W,8,662.97,5303.76,C004,Accesorios
2024-02-22,P012,Escritorio Ajustable,10,12128.7,121287.0,C003,Mobiliario
2024-02-23,P006,Webcam Logitech C920,2,1814.16,3628.32,C005,Periféricos
2024-02-23,P010,Hub USB-C 7 puertos,7,841.22,5888.54,C010,Accesorios
2024-02-24,P007,Disco SSD Samsung 1TB,10,2241.94,22419.4,C002,Almacenamiento
2024-02-24,P008,Memoria RAM 16GB DDR4,5,1449.04,7245.2,C002,Componentes
2024-02-25,P004,Mouse Logitech MX Master,10,1696.63,16966.3,C013,Periféricos
2024-02-25,P012,Escritorio Ajustable,7,12193.83,85356.81,C009,Mobiliario
2024-02-26,P017,Switch 24 puertos,6,3995.31,23971.86,C011,Redes
2024-02-26,P014,Toner HP 26A,8,912.53,7300.24,C014,Consumibles
2024-02-27,P015,UPS APC 1500VA,3,3775.49,11326.47,C012,Energía
2024-02-27,P017,Switch 24 puertos,5,4248.68,21243.4,C011,Redes
2024-02-27,P018,Tablet Samsung Galaxy Tab,8,7174.71,57397.68,C013,Electrónica
2024-02-27,P019,Cargador Universal 65W,6,672.86,4037.16,C005,Accesorios
2024-02-28,P009,Cable HDMI 2m,8,175.39,1403.12,C015,Accesorios
2024-02-28,P015,UPS APC 1500VA,10,3863.91,38639.1,C010,Energía
2024-02-29,P001,Laptop HP ProBook 450,6,12102.3,72613.8,C008,Electrónica
2024-02-29,P007,Disco SSD Samsung 1TB,5,2164.87,10824.35,C006,Almacenamiento
2024-02-29,P020,Mochila para Laptop,5,1206.69,6033.45,C012,Accesorios
2024-02-29,P017,Switch 24 puertos,2,4091.37,8182.74,C004,Redes
2024-03-01,P016,Router WiFi 6,4,2853.37,11413.48,C009,Redes
2024-03-01,P016,Router WiFi 6,1,2686.05,2686.05,C008,Redes
2024-03-01,P008,Memoria RAM 16GB DDR4,4,1372.87,5491.48,C007,Componentes
2024-03-01,P019,Cargador Universal 65W,8,653.48,5227.84,C006,Accesorios
2024-03-01,P012,Escritorio Ajustable,9,11796.95,106172.55,C007,Mobiliario
2024-03-02,P015,UPS APC 1500VA,5,3705.53,18527.65,C005,Energía
2024-03-02,P004,Mouse Logitech MX Master,4,1619.57,6478.28,C012,Periféricos
2024-03-03,P018,Tablet Samsung Galaxy Tab,3,6977.91,20933.73,C013,Electrónica
2024-03-03,P016,Router WiFi 6,10,2933.45,29334.5,C005,Redes
2024-03-04,P020,Mochila para Laptop,2,1239.92,2479.84,C005,Accesorios
2024-03-04,P010,Hub USB-C 7 puertos,6,822.75,4936.5,C004,Accesorios
2024-03-04,P001,Laptop HP ProBook 450,9,12033.23,108299.07,C012,Electrónica
2024-03-04,P002,Monitor Dell 27 pulgadas,9,5679.44,51114.96,C001,Electrónica
2024-03-04,P005,Auriculares Sony WH-1000XM5,8,6241.68,49933.44,C011,Audio
2024-03-04,P001,Laptop HP ProBook 450,5,12461.75,62308.75,C010,Electrónica
2024-03-05,P011,Silla Ergonómica Premium,1,8289.61,8289.61,C003,Mobiliario
2024-03-05,P016,Router WiFi 6,2,2772.2,5544.4,C002,Redes
2024-03-05,P003,Teclado Logitech MX Keys,1,2026.86,2026.86,C010,Periféricos
2024-03-05,P019,Cargador Universal 65W,2,682.1,1364.2,C005,Accesorios
2024-03-05,P004,Mouse Logitech MX Master,7,1667.54,11672.78,C009,Periféricos
2024-03-06,P008,Memoria RAM 16GB DDR4,9,1383.25,12449.25,C013,Componentes
2024-03-06,P015,UPS APC 1500VA,10,3986.21,39862.1,C005,Energía
2024-03-06,P010,Hub USB-C 7 puertos,10,812.62,8126.2,C010,Accesorios
2024-03-06,P004,Mouse Logitech MX Master,4,1670.71,6682.84,C013,Periféricos
2024-03-06,P009,Cable HDMI 2m,2,173.83,347.66,C011,Accesorios
2024-03-06,P006,Webcam Logitech C920,2,1738.18,3476.36,C009,Periféricos
2024-03-07,P015,UPS APC 1500VA,10,3788.57,37885.7,C012,Energía
2024-03-07,P002,Monitor Dell 27 pulgadas,5,5920.03,29600.15,C004,Electrónica
2024-03-07,P015,UPS APC 1500VA,4,3961.09,15844.36,C002,Energía
2024-03-07,P019,Cargador Universal 65W,4,645.13,2580.52,C011,Accesorios
2024-03-07,P018,Tablet Samsung Galaxy Tab,3,7494.06,22482.18,C004,Electrónica
2024-03-08,P003,Teclado Logitech MX Keys,3,2161.45,6484.35,C001,Periféricos
2024-03-08,P020,Mochila para Laptop,10,1250.54,12505.4,C012,Accesorios
2024-03-08,P015,UPS APC 1500VA,8,3871.7,30973.6,C002,Energía
2024-03-09,P013,Impresora HP LaserJet,9,4517.99,40661.91,C005,Impresión
2024-03-09,P015,UPS APC 1500VA,10,3625.15,36251.5,C002,Energía
2024-03-10,P011,Silla Ergonómica Premium,5,8096.99,40484.95,C010,Mobiliario
2024-03-11,P019,Cargador Universal 65W,1,682.47,682.47,C010,Accesorios
2024-03-11,P009,Cable HDMI 2m,1,184.74,184.74,C010,Accesorios
2024-03-11,P006,Webcam Logitech C920,9,1827.27,16445.43,C008,Periféricos
2024-03-12,P006,Webcam Logitech C920,7,1824.26,12769.82,C010,Periféricos
2024-03-12,P016,Router WiFi 6,8,2757.43,22059.44,C002,Redes
2024-03-12,P011,Silla Ergonómica Premium,2,8804.07,17608.14,C006,Mobiliario
2024-03-12,P011,Silla Ergonómica Premium,8,8319.99,66559.92,C007,Mobiliario
2024-03-13,P018,Tablet Samsung Galaxy Tab,8,6903.4,55227.2,C001,Electrónica
2024-03-13,P009,Cable HDMI 2m,2,188.46,376.92,C006,Accesorios
2024-03-13,P013,Impresora HP LaserJet,9,4646.22,41815.98,C014,Impresión
2024-03-13,P001,Laptop HP ProBook 450,9,12452.47,112072.23,C011,Electrónica
2024-03-13,P002,Monitor Dell 27 pulgadas,9,5719.83,51478.47,C004,Electrónica
2024-03-14,P015,UPS APC 1500VA,1,3687.35,3687.35,C013,Energía
2024-03-14,P018,Tablet Samsung Galaxy Tab,5,7155.44,35777.2,C003,Electrónica
2024-03-14,P016,Router WiFi 6,1,2932.48,2932.48,C002,Redes
2024-03-14,P020,Mochila para Laptop,4,1225.17,4900.68,C013,Accesorios
2024-03-14,P010,Hub USB-C 7 puertos,1,854.44,854.44,C009,Accesorios
2024-03-15,P008,Memoria RAM 16GB DDR4,2,1394.6,2789.2,C014,Componentes
2024-03-15,P004,Mouse Logitech MX Master,3,1649.73,4949.19,C011,Periféricos
2024-03-16,P010,Hub USB-C 7 puertos,5,842.82,4214.1,C009,Accesorios
2024-03-16,P016,Router WiFi 6,4,2787.9,11151.6,C008,Redes
2024-03-18,P007,Disco SSD Samsung 1TB,10,2201.81,22018.1,C015,Almacenamiento
2024-03-18,P005,Auriculares Sony WH-1000XM5,2,6354.56,12709.12,C014,Audio
2024-03-18,P014,Toner HP 26A,9,927.88,8350.92,C006,Consumibles
2024-03-18,P001,Laptop HP ProBook 450,5,12921.84,64609.2,C005,Electrónica
2024-03-18,P019,Cargador Universal 65W,8,673.74,5389.92,C011,Accesorios
2024-03-19,P018,Tablet Samsung Galaxy Tab,6,7079.36,42476.16,C008,Electrónica
2024-03-19,P018,Tablet Samsung Galaxy Tab,8,7511.65,60093.2,C007,Electrónica
2024-03-19,P007,Disco SSD Samsung 1TB,4,2215.8,8863.2,C012,Almacenamiento
2024-03-19,P008,Memoria RAM 16GB DDR4,7,1336.11,9352.77,C014,Componentes
2024-03-19,P016,Router WiFi 6,7,2768.1,19376.7,C012,Redes
2024-03-20,P016,Router WiFi 6,3,2800.64,8401.92,C001,Redes
2024-03-20,P019,Cargador Universal 65W,2,674.32,1348.64,C006,Accesorios
2024-03-20,P015,UPS APC 1500VA,9,3955.97,35603.73,C002,Energía
2024-03-21,P005,Auriculares Sony WH-1000XM5,3,6223.64,18670.92,C007,Audio
2024-03-21,P009,Cable HDMI 2m,10,183.47,1834.7,C006,Accesorios
2024-03-22,P011,Silla Ergonómica Premium,9,8398.01,75582.09,C014,Mobiliario
2024-03-22,P011,Silla Ergonómica Premium,8,8816.53,70532.24,C011,Mobiliario
2024-03-24,P003,Teclado Logitech MX Keys,5,2204.46,11022.3,C004,Periféricos
2024-03-24,P003,Teclado Logitech MX Keys,2,2154.68,4309.36,C007,Periféricos
2024-03-25,P015,UPS APC 1500VA,5,3953.3,19766.5,C003,Energía
2024-03-25,P002,Monitor Dell 27 pulgadas,1,5680.15,5680.15,C006,Electrónica
2024-03-26,P014,Toner HP 26A,4,952.96,3811.84,C003,Consumibles
2024-03-26,P019,Cargador Universal 65W,3,628.55,1885.65,C011,Accesorios
2024-03-26,P003,Teclado Logitech MX Keys,7,2125.14,14875.98,C010,Periféricos
2024-03-26,P008,Memoria RAM 16GB DDR4,10,1350.04,13500.4,C008,Componentes
2024-03-27,P009,Cable HDMI 2m,5,183.0,915.0,C008,Accesorios
2024-03-27,P015,UPS APC 1500VA,5,3867.49,19337.45,C015,Energía
2024-03-27,P006,Webcam Logitech C920,8,1880.14,15041.12,C002,Periféricos
2024-03-27,P019,Cargador Universal 65W,7,662.37,4636.59,C005,Accesorios
2024-03-27,P015,UPS APC 1500VA,5,3685.7,18428.5,C014,Energía
2024-03-28,P016,Router WiFi 6,4,2766.78,11067.12,C002,Redes
2024-03-28,P012,Escritorio Ajustable,5,12591.23,62956.15,C010,Mobiliario
2024-03-28,P010,Hub USB-C 7 puertos,7,830.83,5815.81,C001,Accesorios
2024-03-28,P019,Cargador Universal 65W,1,676.69,676.69,C014,Accesorios
2024-03-28,P016,Router WiFi 6,5,2877.21,14386.05,C014,Redes
2024-03-29,P020,Mochila para Laptop,6,1166.28,6997.68,C013,Accesorios
2024-03-29,P007,Disco SSD Samsung 1TB,5,2239.11,11195.55,C010,Almacenamiento
2024-03-29,P005,Auriculares Sony WH-1000XM5,2,6762.21,13524.42,C011,Audio
2024-03-30,P002,Monitor Dell 27 pulgadas,8,5529.35,44234.8,C005,Electrónica
2024-03-30,P012,Escritorio Ajustable,3,11508.16,34524.48,C012,Mobiliario
2024-03-31,P011,Silla Ergonómica Premium,7,8224.29,57570.03,C012,Mobiliario
2024-04-01,P018,Tablet Samsung Galaxy Tab,6,7222.21,43333.26,C015,Electrónica
2024-04-01,P009,Cable HDMI 2m,3,175.63,526.89,C014,Accesorios
2024-04-01,P016,Router WiFi 6,5,2869.04,14345.2,C013,Redes
2024-04-02,P004,Mouse Logitech MX Master,2,1590.72,3181.44,C008,Periféricos
2024-04-02,P008,Memoria RAM 16GB DDR4,7,1465.42,10257.94,C014,Componentes
2024-04-02,P018,Tablet Samsung Galaxy Tab,2,7409.29,14818.58,C006,Electrónica
2024-04-02,P001,Laptop HP ProBook 450,9,12029.49,108265.41,C005,Electrónica
2024-04-03,P009,Cable HDMI 2m,7,185.8,1300.6,C010,Accesorios
2024-04-03,P012,Escritorio Ajustable,4,11965.77,47863.08,C002,Mobiliario
2024-04-03,P020,Mochila para Laptop,9,1179.36,10614.24,C015,Accesorios
2024-04-03,P020,Mochila para Laptop,2,1216.25,2432.5,C004,Accesorios
2024-04-04,P010,Hub USB-C 7 puertos,7,817.42,5721.94,C011,Accesorios
2024-04-04,P002,Monitor Dell 27 pulgadas,5,6087.64,30438.2,C001,Electrónica
2024-04-04,P004,Mouse Logitech MX Master,4,1713.9,6855.6,C002,Periféricos
2024-04-04,P005,Auriculares Sony WH-1000XM5,8,6416.16,51329.28,C007,Audio
2024-04-04,P018,Tablet Samsung Galaxy Tab,10,7374.43,73744.3,C007,Electrónica
2024-04-05,P014,Toner HP 26A,2,981.7,1963.4,C011,Consumibles
2024-04-05,P020,Mochila para Laptop,5,1143.93,5719.65,C007,Accesorios
2024-04-05,P012,Escritorio Ajustable,8,11933.64,95469.12,C004,Mobiliario
2024-04-07,P004,Mouse Logitech MX Master,6,1657.34,9944.04,C011,Periféricos
2024-04-08,P002,Monitor Dell 27 pulgadas,5,5620.09,28100.45,C007,Electrónica
2024-04-08,P004,Mouse Logitech MX Master,8,1582.63,12661.04,C014,Periféricos
2024-04-08,P007,Disco SSD Samsung 1TB,10,2303.64,23036.4,C011,Almacenamiento
2024-04-08,P002,Monitor Dell 27 pulgadas,6,5651.27,33907.62,C013,Electrónica
2024-04-09,P019,Cargador Universal 65W,2,671.44,1342.88,C004,Accesorios
2024-04-09,P018,Tablet Samsung Galaxy Tab,10,6995.48,69954.8,C004,Electrónica
2024-04-09,P008,Memoria RAM 16GB DDR4,3,1440.41,4321.23,C006,Componentes
2024-04-10,P001,Laptop HP ProBook 450,3,13109.41,39328.23,C005,Electrónica
2024-04-10,P018,Tablet Samsung Galaxy Tab,3,6919.15,20757.45,C005,Electrónica
2024-04-10,P001,Laptop HP ProBook 450,1,12322.8,12322.8,C003,Electrónica
2024-04-10,P008,Memoria RAM 16GB DDR4,6,1332.21,7993.26,C010,Componentes
2024-04-10,P009,Cable HDMI 2m,3,184.35,553.05,C001,Accesorios
2024-04-10,P017,Switch 24 puertos,2,4190.02,8380.04,C002,Redes
2024-04-11,P017,Switch 24 puertos,2,4179.84,8359.68,C010,Redes
2024-04-11,P008,Memoria RAM 16GB DDR4,1,1431.81,1431.81,C010,Componentes
2024-04-11,P017,Switch 24 puertos,8,4260.2,34081.6,C005,Redes
2024-04-11,P001,Laptop HP ProBook 450,8,12934.12,103472.96,C001,Electrónica
2024-04-12,P004,Mouse Logitech MX Master,8,1579.63,12637.04,C008,Periféricos
2024-04-12,P003,Teclado Logitech MX Keys,10,2026.15,20261.5,C006,Periféricos
2024-04-12,P005,Auriculares Sony WH-1000XM5,10,6586.5,65865.0,C005,Audio
2024-04-12,P018,Tablet Samsung Galaxy Tab,6,7114.25,42685.5,C012,Electrónica
2024-04-12,P020,Mochila para Laptop,5,1194.45,5972.25,C009,Accesorios
2024-04-13,P014,Toner HP 26A,2,983.52,1967.04,C002,Consumibles
